log_id,staff_id,work_date,hours_worked
16711,4,2015-05-15,8.0
16712,5,2015-05-15,8.0
16713,6,2015-05-15,8.0
16714,7,2015-05-15,8.0
16715,8,2015-05-15,8.0
16716,9,2015-05-15,8.0
16717,10,2015-05-15,4.0
16718,11,2015-05-15,4.0
16719,12,2015-05-15,4.0
16720,13,2015-05-15,4.0
16721,1,2015-05-16,8.0
16722,2,2015-05-16,8.0
16723,3,2015-05-16,8.0
16724,4,2015-05-16,8.0
16725,5,2015-05-16,8.0
16726,6,2015-05-16,8.0
16727,7,2015-05-16,8.0
16728,8,2015-05-16,8.0
16729,9,2015-05-16,8.0
16730,10,2015-05-16,4.0
16731,11,2015-05-16,4.0
16732,12,2015-05-16,4.0
16733,13,2015-05-16,4.0
16734,1,2015-05-17,8.0
16735,2,2015-05-17,8.0
16736,3,2015-05-17,8.0
16737,4,2015-05-17,8.0
16738,5,2015-05-17,8.0
16739,6,2015-05-17,8.0
16740,7,2015-05-17,8.0
16741,8,2015-05-17,8.0
16742,9,2015-05-17,8.0
16743,10,2015-05-17,4.0
16744,11,2015-05-17,4.0
16745,12,2015-05-17,4.0
16746,13,2015-05-17,4.0
16747,1,2015-05-18,8.0
16748,2,2015-05-18,8.0
16749,3,2015-05-18,8.0
16750,4,2015-05-18,8.0
16751,5,2015-05-18,8.0
16752,6,2015-05-18,8.0
16753,7,2015-05-18,8.0
16754,8,2015-05-18,8.0
16755,9,2015-05-18,8.0
16756,10,2015-05-18,4.0
16757,11,2015-05-18,4.0
16758,12,2015-05-18,4.0
16759,13,2015-05-18,4.0
16760,1,2015-05-19,8.0
16761,2,2015-05-19,8.0
16762,3,2015-05-19,8.0
16763,4,2015-05-19,8.0
16764,5,2015-05-19,8.0
16765,6,2015-05-19,8.0
16766,7,2015-05-19,8.0
16767,8,2015-05-19,8.0
16768,9,2015-05-19,8.0
16769,10,2015-05-19,4.0
16770,11,2015-05-19,4.0
16771,12,2015-05-19,4.0
16772,13,2015-05-19,4.0
16773,1,2015-05-20,8.0
16774,2,2015-05-20,8.0
16775,3,2015-05-20,8.0
16776,4,2015-05-20,8.0
16777,5,2015-05-20,8.0
16778,6,2015-05-20,8.0
16779,7,2015-05-20,8.0
16780,8,2015-05-20,8.0
16781,9,2015-05-20,8.0
16782,10,2015-05-20,4.0
16783,11,2015-05-20,4.0
16784,12,2015-05-20,4.0
16785,13,2015-05-20,4.0
16786,1,2015-05-21,8.0
16787,2,2015-05-21,8.0
16788,3,2015-05-21,8.0
16789,4,2015-05-21,8.0
16790,5,2015-05-21,8.0
16791,6,2015-05-21,8.0
16792,7,2015-05-21,8.0
16793,8,2015-05-21,8.0
16794,9,2015-05-21,8.0
16795,10,2015-05-21,4.0
16796,11,2015-05-21,4.0
16797,12,2015-05-21,4.0
16798,13,2015-05-21,4.0
16799,1,2015-05-22,8.0
16800,2,2015-05-22,8.0
16801,3,2015-05-22,8.0
16802,4,2015-05-22,8.0
16803,5,2015-05-22,8.0
16804,6,2015-05-22,8.0
16805,7,2015-05-22,8.0
16806,8,2015-05-22,8.0
16807,9,2015-05-22,8.0
16808,10,2015-05-22,4.0
16809,11,2015-05-22,4.0
16810,12,2015-05-22,4.0
16811,13,2015-05-22,4.0
16812,1,2015-05-23,8.0
16813,2,2015-05-23,8.0
16814,3,2015-05-23,8.0
16815,4,2015-05-23,8.0
16816,5,2015-05-23,8.0
16817,6,2015-05-23,8.0
16818,7,2015-05-23,8.0
16819,8,2015-05-23,8.0
16820,9,2015-05-23,8.0
16821,10,2015-05-23,4.0
16822,11,2015-05-23,4.0
16823,12,2015-05-23,4.0
16824,13,2015-05-23,4.0
16825,1,2015-05-24,8.0
16826,2,2015-05-24,8.0
16827,3,2015-05-24,8.0
16828,4,2015-05-24,8.0
16829,5,2015-05-24,8.0
16830,6,2015-05-24,8.0
16831,7,2015-05-24,8.0
16832,8,2015-05-24,8.0
16833,9,2015-05-24,8.0
16834,10,2015-05-24,4.0
16835,11,2015-05-24,4.0
16836,12,2015-05-24,4.0
16837,13,2015-05-24,4.0
16838,1,2015-05-25,8.0
16839,2,2015-05-25,8.0
16840,3,2015-05-25,8.0
16841,4,2015-05-25,8.0
16842,5,2015-05-25,8.0
16843,6,2015-05-25,8.0
16844,7,2015-05-25,8.0
16845,8,2015-05-25,8.0
16846,9,2015-05-25,8.0
16847,10,2015-05-25,4.0
16848,11,2015-05-25,4.0
16849,12,2015-05-25,4.0
16850,13,2015-05-25,4.0
16851,1,2015-05-26,8.0
16852,2,2015-05-26,8.0
16853,3,2015-05-26,8.0
16854,4,2015-05-26,8.0
16855,5,2015-05-26,8.0
16856,6,2015-05-26,8.0
16857,7,2015-05-26,8.0
16858,8,2015-05-26,8.0
16859,9,2015-05-26,8.0
16860,10,2015-05-26,4.0
16861,11,2015-05-26,4.0
16862,12,2015-05-26,4.0
16863,13,2015-05-26,4.0
16864,1,2015-05-27,8.0
16865,2,2015-05-27,8.0
16866,3,2015-05-27,8.0
16867,4,2015-05-27,8.0
16868,5,2015-05-27,8.0
16869,6,2015-05-27,8.0
16870,7,2015-05-27,8.0
16871,8,2015-05-27,8.0
16872,9,2015-05-27,8.0
16873,10,2015-05-27,4.0
16874,11,2015-05-27,4.0
16875,12,2015-05-27,4.0
16876,13,2015-05-27,4.0
16877,1,2015-05-28,8.0
16878,2,2015-05-28,8.0
16879,3,2015-05-28,8.0
16880,4,2015-05-28,8.0
16881,5,2015-05-28,8.0
16882,6,2015-05-28,8.0
16883,7,2015-05-28,8.0
16884,8,2015-05-28,8.0
16885,9,2015-05-28,8.0
16886,10,2015-05-28,4.0
16887,11,2015-05-28,4.0
16888,12,2015-05-28,4.0
16889,13,2015-05-28,4.0
16890,1,2015-05-29,8.0
16891,2,2015-05-29,8.0
16892,3,2015-05-29,8.0
16893,4,2015-05-29,8.0
16894,5,2015-05-29,8.0
16895,6,2015-05-29,8.0
16896,7,2015-05-29,8.0
16897,8,2015-05-29,8.0
16898,9,2015-05-29,8.0
16899,10,2015-05-29,4.0
16900,11,2015-05-29,4.0
16901,12,2015-05-29,4.0
16902,13,2015-05-29,4.0
16903,1,2015-05-30,8.0
16904,2,2015-05-30,8.0
16905,3,2015-05-30,8.0
16906,4,2015-05-30,8.0
16907,5,2015-05-30,8.0
16908,6,2015-05-30,8.0
16909,7,2015-05-30,8.0
16910,8,2015-05-30,8.0
16911,9,2015-05-30,8.0
16912,10,2015-05-30,4.0
16913,11,2015-05-30,4.0
16914,12,2015-05-30,4.0
16915,13,2015-05-30,4.0
16916,1,2015-05-31,8.0
16917,2,2015-05-31,8.0
16918,3,2015-05-31,8.0
16919,4,2015-05-31,8.0
16920,5,2015-05-31,8.0
16921,6,2015-05-31,8.0
16922,7,2015-05-31,8.0
16923,8,2015-05-31,8.0
16924,9,2015-05-31,8.0
16925,10,2015-05-31,4.0
16926,11,2015-05-31,4.0
16927,12,2015-05-31,4.0
16928,13,2015-05-31,4.0
16929,1,2015-06-01,8.0
16930,2,2015-06-01,8.0
16931,3,2015-06-01,8.0
16932,4,2015-06-01,8.0
16933,5,2015-06-01,8.0
16934,6,2015-06-01,8.0
16935,7,2015-06-01,8.0
16936,8,2015-06-01,8.0
16937,9,2015-06-01,8.0
16938,10,2015-06-01,4.0
16939,11,2015-06-01,4.0
16940,12,2015-06-01,4.0
16941,13,2015-06-01,4.0
16942,1,2015-06-02,8.0
16943,2,2015-06-02,8.0
16944,3,2015-06-02,8.0
16945,4,2015-06-02,8.0
16946,5,2015-06-02,8.0
16947,6,2015-06-02,8.0
16948,7,2015-06-02,8.0
16949,8,2015-06-02,8.0
16950,9,2015-06-02,8.0
16951,10,2015-06-02,4.0
16952,11,2015-06-02,4.0
16953,12,2015-06-02,4.0
16954,13,2015-06-02,4.0
16955,1,2015-06-03,8.0
16956,2,2015-06-03,8.0
16957,3,2015-06-03,8.0
16958,4,2015-06-03,8.0
16959,5,2015-06-03,8.0
16960,6,2015-06-03,8.0
16961,7,2015-06-03,8.0
16962,8,2015-06-03,8.0
16963,9,2015-06-03,8.0
16964,10,2015-06-03,4.0
16965,11,2015-06-03,4.0
16966,12,2015-06-03,4.0
16967,13,2015-06-03,4.0
16968,1,2015-06-04,8.0
16969,2,2015-06-04,8.0
16970,3,2015-06-04,8.0
16971,4,2015-06-04,8.0
16972,5,2015-06-04,8.0
16973,6,2015-06-04,8.0
16974,7,2015-06-04,8.0
16975,8,2015-06-04,8.0
16976,9,2015-06-04,8.0
16977,10,2015-06-04,4.0
16978,11,2015-06-04,4.0
16979,12,2015-06-04,4.0
16980,13,2015-06-04,4.0
16981,1,2015-06-05,8.0
16982,2,2015-06-05,8.0
16983,3,2015-06-05,8.0
16984,4,2015-06-05,8.0
16985,5,2015-06-05,8.0
16986,6,2015-06-05,8.0
16987,7,2015-06-05,8.0
16988,8,2015-06-05,8.0
16989,9,2015-06-05,8.0
16990,10,2015-06-05,4.0
16991,11,2015-06-05,4.0
16992,12,2015-06-05,4.0
16993,13,2015-06-05,4.0
16994,1,2015-06-06,8.0
16995,2,2015-06-06,8.0
16996,3,2015-06-06,8.0
16997,4,2015-06-06,8.0
16998,5,2015-06-06,8.0
16999,6,2015-06-06,8.0
17000,7,2015-06-06,8.0
17001,8,2015-06-06,8.0
17002,9,2015-06-06,8.0
17003,10,2015-06-06,4.0
17004,11,2015-06-06,4.0
17005,12,2015-06-06,4.0
17006,13,2015-06-06,4.0
17007,1,2015-06-07,8.0
17008,2,2015-06-07,8.0
17009,3,2015-06-07,8.0
17010,4,2015-06-07,8.0
17011,5,2015-06-07,8.0
17012,6,2015-06-07,8.0
17013,7,2015-06-07,8.0
17014,8,2015-06-07,8.0
17015,9,2015-06-07,8.0
17016,10,2015-06-07,4.0
17017,11,2015-06-07,4.0
17018,12,2015-06-07,4.0
17019,13,2015-06-07,4.0
17020,1,2015-06-08,8.0
17021,2,2015-06-08,8.0
17022,3,2015-06-08,8.0
17023,4,2015-06-08,8.0
17024,5,2015-06-08,8.0
17025,6,2015-06-08,8.0
17026,7,2015-06-08,8.0
17027,8,2015-06-08,8.0
17028,9,2015-06-08,8.0
17029,10,2015-06-08,4.0
17030,11,2015-06-08,4.0
17031,12,2015-06-08,4.0
17032,13,2015-06-08,4.0
17033,1,2015-06-09,8.0
17034,2,2015-06-09,8.0
17035,3,2015-06-09,8.0
17036,4,2015-06-09,8.0
17037,5,2015-06-09,8.0
17038,6,2015-06-09,8.0
17039,7,2015-06-09,8.0
17040,8,2015-06-09,8.0
17041,9,2015-06-09,8.0
17042,10,2015-06-09,4.0
17043,11,2015-06-09,4.0
17044,12,2015-06-09,4.0
17045,13,2015-06-09,4.0
17046,1,2015-06-10,8.0
17047,2,2015-06-10,8.0
17048,3,2015-06-10,8.0
17049,4,2015-06-10,8.0
17050,5,2015-06-10,8.0
17051,6,2015-06-10,8.0
17052,7,2015-06-10,8.0
17053,8,2015-06-10,8.0
17054,9,2015-06-10,8.0
17055,10,2015-06-10,4.0
17056,11,2015-06-10,4.0
17057,12,2015-06-10,4.0
17058,13,2015-06-10,4.0
17059,1,2015-06-11,8.0
17060,2,2015-06-11,8.0
17061,3,2015-06-11,8.0
17062,4,2015-06-11,8.0
17063,5,2015-06-11,8.0
17064,6,2015-06-11,8.0
17065,7,2015-06-11,8.0
17066,8,2015-06-11,8.0
17067,9,2015-06-11,8.0
17068,10,2015-06-11,4.0
17069,11,2015-06-11,4.0
17070,12,2015-06-11,4.0
17071,13,2015-06-11,4.0
17072,1,2015-06-12,8.0
17073,2,2015-06-12,8.0
17074,3,2015-06-12,8.0
17075,4,2015-06-12,8.0
17076,5,2015-06-12,8.0
17077,6,2015-06-12,8.0
17078,7,2015-06-12,8.0
17079,8,2015-06-12,8.0
17080,9,2015-06-12,8.0
17081,10,2015-06-12,4.0
17082,11,2015-06-12,4.0
17083,12,2015-06-12,4.0
17084,13,2015-06-12,4.0
17085,1,2015-06-13,8.0
17086,2,2015-06-13,8.0
17087,3,2015-06-13,8.0
17088,4,2015-06-13,8.0
17089,5,2015-06-13,8.0
17090,6,2015-06-13,8.0
17091,7,2015-06-13,8.0
17092,8,2015-06-13,8.0
17093,9,2015-06-13,8.0
17094,10,2015-06-13,4.0
17095,11,2015-06-13,4.0
17096,12,2015-06-13,4.0
17097,13,2015-06-13,4.0
17098,1,2015-06-14,8.0
17099,2,2015-06-14,8.0
17100,3,2015-06-14,8.0
17101,4,2015-06-14,8.0
17102,5,2015-06-14,8.0
17103,6,2015-06-14,8.0
17104,7,2015-06-14,8.0
17105,8,2015-06-14,8.0
17106,9,2015-06-14,8.0
17107,10,2015-06-14,4.0
17108,11,2015-06-14,4.0
17109,12,2015-06-14,4.0
17110,13,2015-06-14,4.0
17111,1,2015-06-15,8.0
17112,2,2015-06-15,8.0
17113,3,2015-06-15,8.0
17114,4,2015-06-15,8.0
17115,5,2015-06-15,8.0
17116,6,2015-06-15,8.0
17117,7,2015-06-15,8.0
17118,8,2015-06-15,8.0
17119,9,2015-06-15,8.0
17120,10,2015-06-15,4.0
17121,11,2015-06-15,4.0
17122,12,2015-06-15,4.0
17123,13,2015-06-15,4.0
17124,1,2015-06-16,8.0
17125,2,2015-06-16,8.0
17126,3,2015-06-16,8.0
17127,4,2015-06-16,8.0
17128,5,2015-06-16,8.0
17129,6,2015-06-16,8.0
17130,7,2015-06-16,8.0
17131,8,2015-06-16,8.0
17132,9,2015-06-16,8.0
17133,10,2015-06-16,4.0
17134,11,2015-06-16,4.0
17135,12,2015-06-16,4.0
17136,13,2015-06-16,4.0
17137,1,2015-06-17,8.0
17138,2,2015-06-17,8.0
17139,3,2015-06-17,8.0
17140,4,2015-06-17,8.0
17141,5,2015-06-17,8.0
17142,6,2015-06-17,8.0
17143,7,2015-06-17,8.0
17144,8,2015-06-17,8.0
17145,9,2015-06-17,8.0
17146,10,2015-06-17,4.0
17147,11,2015-06-17,4.0
17148,12,2015-06-17,4.0
17149,13,2015-06-17,4.0
17150,1,2015-06-18,8.0
17151,2,2015-06-18,8.0
17152,3,2015-06-18,8.0
17153,4,2015-06-18,8.0
17154,5,2015-06-18,8.0
17155,6,2015-06-18,8.0
17156,7,2015-06-18,8.0
17157,8,2015-06-18,8.0
17158,9,2015-06-18,8.0
17159,10,2015-06-18,4.0
17160,11,2015-06-18,4.0
17161,12,2015-06-18,4.0
17162,13,2015-06-18,4.0
17163,1,2015-06-19,8.0
17164,2,2015-06-19,8.0
17165,3,2015-06-19,8.0
17166,4,2015-06-19,8.0
17167,5,2015-06-19,8.0
17168,6,2015-06-19,8.0
17169,7,2015-06-19,8.0
17170,8,2015-06-19,8.0
17171,9,2015-06-19,8.0
17172,10,2015-06-19,4.0
17173,11,2015-06-19,4.0
17174,12,2015-06-19,4.0
17175,13,2015-06-19,4.0
17176,1,2015-06-20,8.0
17177,2,2015-06-20,8.0
17178,3,2015-06-20,8.0
17179,4,2015-06-20,8.0
17180,5,2015-06-20,8.0
17181,6,2015-06-20,8.0
17182,7,2015-06-20,8.0
17183,8,2015-06-20,8.0
17184,9,2015-06-20,8.0
17185,10,2015-06-20,4.0
17186,11,2015-06-20,4.0
17187,12,2015-06-20,4.0
17188,13,2015-06-20,4.0
17189,1,2015-06-21,8.0
17190,2,2015-06-21,8.0
17191,3,2015-06-21,8.0
17192,4,2015-06-21,8.0
17193,5,2015-06-21,8.0
17194,6,2015-06-21,8.0
17195,7,2015-06-21,8.0
17196,8,2015-06-21,8.0
17197,9,2015-06-21,8.0
17198,10,2015-06-21,4.0
17199,11,2015-06-21,4.0
17200,12,2015-06-21,4.0
17201,13,2015-06-21,4.0
17202,1,2015-06-22,8.0
17203,2,2015-06-22,8.0
17204,3,2015-06-22,8.0
17205,4,2015-06-22,8.0
17206,5,2015-06-22,8.0
17207,6,2015-06-22,8.0
17208,7,2015-06-22,8.0
17209,8,2015-06-22,8.0
17210,9,2015-06-22,8.0
17211,10,2015-06-22,4.0
17212,11,2015-06-22,4.0
17213,12,2015-06-22,4.0
17214,13,2015-06-22,4.0
17215,1,2015-06-23,8.0
17216,2,2015-06-23,8.0
17217,3,2015-06-23,8.0
17218,4,2015-06-23,8.0
17219,5,2015-06-23,8.0
17220,6,2015-06-23,8.0
17221,7,2015-06-23,8.0
17222,8,2015-06-23,8.0
17223,9,2015-06-23,8.0
17224,10,2015-06-23,4.0
17225,11,2015-06-23,4.0
17226,12,2015-06-23,4.0
17227,13,2015-06-23,4.0
17228,1,2015-06-24,8.0
17229,2,2015-06-24,8.0
17230,3,2015-06-24,8.0
17231,4,2015-06-24,8.0
17232,5,2015-06-24,8.0
17233,6,2015-06-24,8.0
17234,7,2015-06-24,8.0
17235,8,2015-06-24,8.0
17236,9,2015-06-24,8.0
17237,10,2015-06-24,4.0
17238,11,2015-06-24,4.0
17239,12,2015-06-24,4.0
17240,13,2015-06-24,4.0
17241,1,2015-06-25,8.0
17242,2,2015-06-25,8.0
17243,3,2015-06-25,8.0
17244,4,2015-06-25,8.0
17245,5,2015-06-25,8.0
17246,6,2015-06-25,8.0
17247,7,2015-06-25,8.0
17248,8,2015-06-25,8.0
17249,9,2015-06-25,8.0
17250,10,2015-06-25,4.0
17251,11,2015-06-25,4.0
17252,12,2015-06-25,4.0
17253,13,2015-06-25,4.0
17254,1,2015-06-26,8.0
17255,2,2015-06-26,8.0
17256,3,2015-06-26,8.0
17257,4,2015-06-26,8.0
17258,5,2015-06-26,8.0
17259,6,2015-06-26,8.0
17260,7,2015-06-26,8.0
17261,8,2015-06-26,8.0
17262,9,2015-06-26,8.0
17263,10,2015-06-26,4.0
17264,11,2015-06-26,4.0
17265,12,2015-06-26,4.0
17266,13,2015-06-26,4.0
17267,1,2015-06-27,8.0
17268,2,2015-06-27,8.0
17269,3,2015-06-27,8.0
17270,4,2015-06-27,8.0
17271,5,2015-06-27,8.0
17272,6,2015-06-27,8.0
17273,7,2015-06-27,8.0
17274,8,2015-06-27,8.0
17275,9,2015-06-27,8.0
17276,10,2015-06-27,4.0
17277,11,2015-06-27,4.0
17278,12,2015-06-27,4.0
17279,13,2015-06-27,4.0
17280,1,2015-06-28,8.0
17281,2,2015-06-28,8.0
17282,3,2015-06-28,8.0
17283,4,2015-06-28,8.0
17284,5,2015-06-28,8.0
17285,6,2015-06-28,8.0
17286,7,2015-06-28,8.0
17287,8,2015-06-28,8.0
17288,9,2015-06-28,8.0
17289,10,2015-06-28,4.0
17290,11,2015-06-28,4.0
17291,12,2015-06-28,4.0
17292,13,2015-06-28,4.0
17293,1,2015-06-29,8.0
17294,2,2015-06-29,8.0
17295,3,2015-06-29,8.0
17296,4,2015-06-29,8.0
17297,5,2015-06-29,8.0
17298,6,2015-06-29,8.0
17299,7,2015-06-29,8.0
17300,8,2015-06-29,8.0
17301,9,2015-06-29,8.0
17302,10,2015-06-29,4.0
17303,11,2015-06-29,4.0
17304,12,2015-06-29,4.0
17305,13,2015-06-29,4.0
17306,1,2015-06-30,8.0
17307,2,2015-06-30,8.0
17308,3,2015-06-30,8.0
17309,4,2015-06-30,8.0
17310,5,2015-06-30,8.0
17311,6,2015-06-30,8.0
17312,7,2015-06-30,8.0
17313,8,2015-06-30,8.0
17314,9,2015-06-30,8.0
17315,10,2015-06-30,4.0
17316,11,2015-06-30,4.0
17317,12,2015-06-30,4.0
17318,13,2015-06-30,4.0
17319,1,2015-07-01,8.0
17320,2,2015-07-01,8.0
17321,3,2015-07-01,8.0
17322,4,2015-07-01,8.0
17323,5,2015-07-01,8.0
17324,6,2015-07-01,8.0
17325,7,2015-07-01,8.0
17326,8,2015-07-01,8.0
17327,9,2015-07-01,8.0
17328,10,2015-07-01,4.0
17329,11,2015-07-01,4.0
17330,12,2015-07-01,4.0
17331,13,2015-07-01,4.0
17332,1,2015-07-02,8.0
17333,2,2015-07-02,8.0
17334,3,2015-07-02,8.0
17335,4,2015-07-02,8.0
17336,5,2015-07-02,8.0
17337,6,2015-07-02,8.0
17338,7,2015-07-02,8.0
17339,8,2015-07-02,8.0
17340,9,2015-07-02,8.0
17341,10,2015-07-02,4.0
17342,11,2015-07-02,4.0
17343,12,2015-07-02,4.0
17344,13,2015-07-02,4.0
17345,1,2015-07-03,8.0
17346,2,2015-07-03,8.0
17347,3,2015-07-03,8.0
17348,4,2015-07-03,8.0
17349,5,2015-07-03,8.0
17350,6,2015-07-03,8.0
17351,7,2015-07-03,8.0
17352,8,2015-07-03,8.0
17353,9,2015-07-03,8.0
17354,10,2015-07-03,4.0
17355,11,2015-07-03,4.0
17356,12,2015-07-03,4.0
17357,13,2015-07-03,4.0
17358,1,2015-07-04,8.0
17359,2,2015-07-04,8.0
17360,3,2015-07-04,8.0
17361,4,2015-07-04,8.0
17362,5,2015-07-04,8.0
17363,6,2015-07-04,8.0
17364,7,2015-07-04,8.0
17365,8,2015-07-04,8.0
17366,9,2015-07-04,8.0
17367,10,2015-07-04,4.0
17368,11,2015-07-04,4.0
17369,12,2015-07-04,4.0
17370,13,2015-07-04,4.0
17371,1,2015-07-05,8.0
17372,2,2015-07-05,8.0
17373,3,2015-07-05,8.0
17374,4,2015-07-05,8.0
17375,5,2015-07-05,8.0
17376,6,2015-07-05,8.0
17377,7,2015-07-05,8.0
17378,8,2015-07-05,8.0
17379,9,2015-07-05,8.0
17380,10,2015-07-05,4.0
17381,11,2015-07-05,4.0
17382,12,2015-07-05,4.0
17383,13,2015-07-05,4.0
17384,1,2015-07-06,8.0
17385,2,2015-07-06,8.0
17386,3,2015-07-06,8.0
17387,4,2015-07-06,8.0
17388,5,2015-07-06,8.0
17389,6,2015-07-06,8.0
17390,7,2015-07-06,8.0
17391,8,2015-07-06,8.0
17392,9,2015-07-06,8.0
17393,10,2015-07-06,4.0
17394,11,2015-07-06,4.0
17395,12,2015-07-06,4.0
17396,13,2015-07-06,4.0
17397,1,2015-07-07,8.0
17398,2,2015-07-07,8.0
17399,3,2015-07-07,8.0
17400,4,2015-07-07,8.0
17401,5,2015-07-07,8.0
17402,6,2015-07-07,8.0
17403,7,2015-07-07,8.0
17404,8,2015-07-07,8.0
17405,9,2015-07-07,8.0
17406,10,2015-07-07,4.0
17407,11,2015-07-07,4.0
17408,12,2015-07-07,4.0
17409,13,2015-07-07,4.0
17410,1,2015-07-08,8.0
17411,2,2015-07-08,8.0
17412,3,2015-07-08,8.0
17413,4,2015-07-08,8.0
17414,5,2015-07-08,8.0
17415,6,2015-07-08,8.0
17416,7,2015-07-08,8.0
17417,8,2015-07-08,8.0
17418,9,2015-07-08,8.0
17419,10,2015-07-08,4.0
17420,11,2015-07-08,4.0
17421,12,2015-07-08,4.0
17422,13,2015-07-08,4.0
17423,1,2015-07-09,8.0
17424,2,2015-07-09,8.0
17425,3,2015-07-09,8.0
17426,4,2015-07-09,8.0
17427,5,2015-07-09,8.0
17428,6,2015-07-09,8.0
17429,7,2015-07-09,8.0
17430,8,2015-07-09,8.0
17431,9,2015-07-09,8.0
17432,10,2015-07-09,4.0
17433,11,2015-07-09,4.0
17434,12,2015-07-09,4.0
17435,13,2015-07-09,4.0
17436,1,2015-07-10,8.0
17437,2,2015-07-10,8.0
17438,3,2015-07-10,8.0
17439,4,2015-07-10,8.0
17440,5,2015-07-10,8.0
17441,6,2015-07-10,8.0
17442,7,2015-07-10,8.0
17443,8,2015-07-10,8.0
17444,9,2015-07-10,8.0
17445,10,2015-07-10,4.0
17446,11,2015-07-10,4.0
17447,12,2015-07-10,4.0
17448,13,2015-07-10,4.0
17449,1,2015-07-11,8.0
17450,2,2015-07-11,8.0
17451,3,2015-07-11,8.0
17452,4,2015-07-11,8.0
17453,5,2015-07-11,8.0
17454,6,2015-07-11,8.0
17455,7,2015-07-11,8.0
17456,8,2015-07-11,8.0
17457,9,2015-07-11,8.0
17458,10,2015-07-11,4.0
17459,11,2015-07-11,4.0
17460,12,2015-07-11,4.0
17461,13,2015-07-11,4.0
17462,1,2015-07-12,8.0
17463,2,2015-07-12,8.0
17464,3,2015-07-12,8.0
17465,4,2015-07-12,8.0
17466,5,2015-07-12,8.0
17467,6,2015-07-12,8.0
17468,7,2015-07-12,8.0
17469,8,2015-07-12,8.0
17470,9,2015-07-12,8.0
17471,10,2015-07-12,4.0
17472,11,2015-07-12,4.0
17473,12,2015-07-12,4.0
17474,13,2015-07-12,4.0
17475,1,2015-07-13,8.0
17476,2,2015-07-13,8.0
17477,3,2015-07-13,8.0
17478,4,2015-07-13,8.0
17479,5,2015-07-13,8.0
17480,6,2015-07-13,8.0
17481,7,2015-07-13,8.0
17482,8,2015-07-13,8.0
17483,9,2015-07-13,8.0
17484,10,2015-07-13,4.0
17485,11,2015-07-13,4.0
17486,12,2015-07-13,4.0
17487,13,2015-07-13,4.0
17488,1,2015-07-14,8.0
17489,2,2015-07-14,8.0
17490,3,2015-07-14,8.0
17491,4,2015-07-14,8.0
17492,5,2015-07-14,8.0
17493,6,2015-07-14,8.0
17494,7,2015-07-14,8.0
17495,8,2015-07-14,8.0
17496,9,2015-07-14,8.0
17497,10,2015-07-14,4.0
17498,11,2015-07-14,4.0
17499,12,2015-07-14,4.0
17500,13,2015-07-14,4.0
17501,1,2015-07-15,8.0
17502,2,2015-07-15,8.0
17503,3,2015-07-15,8.0
17504,4,2015-07-15,8.0
17505,5,2015-07-15,8.0
17506,6,2015-07-15,8.0
17507,7,2015-07-15,8.0
17508,8,2015-07-15,8.0
17509,9,2015-07-15,8.0
17510,10,2015-07-15,4.0
17511,11,2015-07-15,4.0
17512,12,2015-07-15,4.0
17513,13,2015-07-15,4.0
17514,1,2015-07-16,8.0
17515,2,2015-07-16,8.0
17516,3,2015-07-16,8.0
17517,4,2015-07-16,8.0
17518,5,2015-07-16,8.0
17519,6,2015-07-16,8.0
17520,7,2015-07-16,8.0
17521,8,2015-07-16,8.0
17522,9,2015-07-16,8.0
17523,10,2015-07-16,4.0
17524,11,2015-07-16,4.0
17525,12,2015-07-16,4.0
17526,13,2015-07-16,4.0
17527,1,2015-07-17,8.0
17528,2,2015-07-17,8.0
17529,3,2015-07-17,8.0
17530,4,2015-07-17,8.0
17531,5,2015-07-17,8.0
17532,6,2015-07-17,8.0
17533,7,2015-07-17,8.0
17534,8,2015-07-17,8.0
17535,9,2015-07-17,8.0
17536,10,2015-07-17,4.0
17537,11,2015-07-17,4.0
17538,12,2015-07-17,4.0
17539,13,2015-07-17,4.0
17540,1,2015-07-18,8.0
17541,2,2015-07-18,8.0
17542,3,2015-07-18,8.0
17543,4,2015-07-18,8.0
17544,5,2015-07-18,8.0
17545,6,2015-07-18,8.0
17546,7,2015-07-18,8.0
17547,8,2015-07-18,8.0
17548,9,2015-07-18,8.0
17549,10,2015-07-18,4.0
17550,11,2015-07-18,4.0
17551,12,2015-07-18,4.0
17552,13,2015-07-18,4.0
17553,1,2015-07-19,8.0
17554,2,2015-07-19,8.0
17555,3,2015-07-19,8.0
17556,4,2015-07-19,8.0
17557,5,2015-07-19,8.0
17558,6,2015-07-19,8.0
17559,7,2015-07-19,8.0
17560,8,2015-07-19,8.0
17561,9,2015-07-19,8.0
17562,10,2015-07-19,4.0
17563,11,2015-07-19,4.0
17564,12,2015-07-19,4.0
17565,13,2015-07-19,4.0
17566,1,2015-07-20,8.0
17567,2,2015-07-20,8.0
17568,3,2015-07-20,8.0
17569,4,2015-07-20,8.0
17570,5,2015-07-20,8.0
17571,6,2015-07-20,8.0
17572,7,2015-07-20,8.0
17573,8,2015-07-20,8.0
17574,9,2015-07-20,8.0
17575,10,2015-07-20,4.0
17576,11,2015-07-20,4.0
17577,12,2015-07-20,4.0
17578,13,2015-07-20,4.0
17579,1,2015-07-21,8.0
17580,2,2015-07-21,8.0
17581,3,2015-07-21,8.0
17582,4,2015-07-21,8.0
17583,5,2015-07-21,8.0
